book_title,chapter,avg_anger_sentiment,avg_anticipation_sentiment,avg_disgust_sentiment,avg_fear_sentiment,avg_joy_sentiment,avg_sadness_sentiment,avg_surprise_sentiment,avg_trust_sentiment
Harry Potter and the Prisoner of Azkaban,50,0.0017834423845874228,8.406034169392948e-4,5.906942929843693e-4,0.0010109960014540167,5.452562704471102e-4,0.0017720828789531081,6.702108324245729e-4,0.001056434023991276
Harry Potter and the Prisoner of Azkaban,51,0.0017452506294346531,9.441519798580911e-4,6.86655985351339e-4,0.0011587319752803845,6.580453192950332e-4,0.002045662623025864,5.57907988097963e-4,0.0010156786449988557
Harry Potter and the Prisoner of Azkaban,52,0.0018228544107100166,4.333014582835285e-4,6.574229022232848e-4,0.0012999043748505858,2.8388716232369114e-4,0.002749223045661009,5.827157542433659e-4,7.02247191011236e-4
Harry Potter and the Prisoner of Azkaban,53,0.0010498687664041995,9.332166812481773e-4,6.707494896471274e-4,0.001137357830271216,4.666083406240886e-4,0.0016914552347623215,6.707494896471274e-4,0.0011956838728492273
Harry Potter and the Prisoner of Azkaban,54,0.0011783284742468416,5.223517978620019e-4,7.896015549076774e-4,9.718172983479106e-4,4.0087463556851314e-4,0.0017492711370262393,5.344995140913508e-4,9.232264334305151e-4
Harry Potter and the Prisoner of Azkaban,55,0.0022633212622866013,5.819968960165546e-4,8.406621831350233e-4,0.0011963269529229178,3.2333160889808587e-4,0.0028453181583031556,6.466632177961717e-4,8.083290222452147e-4
Harry Potter and the Prisoner of Azkaban,56,0.001968775904946118,9.066731141199227e-4,5.526388505111909e-4,0.0010275628626692456,6.389886709035645e-4,0.0021932854379662888,6.303536888643272e-4,0.0010966427189831444
Harry Potter and the Prisoner of Azkaban,57,0.001783072696534235,0.0012019230769230768,4.4907016060862214e-4,8.717244294167372e-4,8.981403212172444e-4,0.0020208157227388,6.603972950126796e-4,0.001426458157227388
Harry Potter and the Goblet of Fire,58,8.062589584328715e-4,7.763975155279503e-4,0.0010302197802197802,0.001642379359770664,5.673674151935021e-4,0.0011347348303870045,8.809125656951744e-4,0.0014930721452460583
Harry Potter and the Goblet of Fire,59,0.002155931010207673,9.239704329461456e-4,9.679690249912004e-4,0.0012759591693065823,6.819781766983457e-4,0.0023979232664554737,4.839845124956001e-4,0.001187961985216473
Harry Potter and the Goblet of Fire,60,0.0020303506017791736,0.001130298273155416,6.698063840920984e-4,6.279434850863422e-4,7.326007326007326e-4,0.0018001046572475143,4.186289900575615e-4,0.0010675039246467817
Harry Potter and the Goblet of Fire,61,0.0017349498327759198,6.688963210702341e-4,5.852842809364548e-4,0.0012123745819397995,4.389632107023411e-4,0.0017558528428093644,5.643812709030101e-4,0.0010242474916387961
Harry Potter and the Goblet of Fire,62,0.0013336843028867245,0.0010353601825041677,5.615512854259892e-4,0.0010002632271650434,8.42326928138984e-4,0.001491620601912784,5.089058524173028e-4,8.072299727998596e-4
Harry Potter and the Goblet of Fire,63,0.0011006289308176103,8.647798742138365e-4,2.09643605870021e-4,6.027253668763103e-4,3.9308176100628933e-4,0.0013102725366876309,3.930817610062893e-4,7.337526205450734e-4
Harry Potter and the Goblet of Fire,64,9.042451932229202e-4,9.875309347039786e-4,4.402246335427375e-4,7.138777841233581e-4,9.161431562916428e-4,9.161431562916429e-4,6.781838949171901e-4,0.0010470207500475918
Harry Potter and the Goblet of Fire,65,0.0015694874441004472,7.847437220502236e-4,7.202442380460956e-4,9.782421740626075e-4,7.094943240454077e-4,0.001504987960096319,6.019951840385277e-4,0.0010964912280701754
Harry Potter and the Goblet of Fire,66,0.0014961256399612564,8.129237581292376e-4,6.399612563996126e-4,0.0011502006365020064,6.053687560536875e-4,0.001383700013837,7.437387574373875e-4,7.6103500761035e-4
Harry Potter and the Goblet of Fire,67,0.0010380758382952052,9.793168285803823e-4,4.700720777185835e-4,9.9890316515199e-4,4.700720777185835e-4,0.001547320589157004,4.308994045753682e-4,0.0010576621748668129
Harry Potter and the Goblet of Fire,68,9.233610341643582e-4,6.925207756232687e-4,2.3084025854108956e-4,8.27177593105571e-4,6.155740227762388e-4,0.0012503847337642351,5.963373345644813e-4,7.309941520467836e-4
Harry Potter and the Goblet of Fire,69,0.0011859149790184272,0.0011288998357963874,4.447181171319102e-4,7.754059478197409e-4,9.350483488414524e-4,0.0013341543513957308,7.183908045977011e-4,0.0015736179529282977
Harry Potter and the Goblet of Fire,70,0.001535312180143296,0.0010075486182190378,7.1967758444217e-4,8.316274309109519e-4,7.996417604913e-4,0.001615276356192426,5.117707267144319e-4,0.0015832906857727739
Harry Potter and the Goblet of Fire,71,0.0020597322348094747,0.0011843460350154482,9.140061791967044e-4,0.001364572605561277,7.72399588053553e-4,0.0022399588053553035,6.436663233779608e-4,0.0010942327497425336
Harry Potter and the Goblet of Fire,72,0.0014355542900531511,0.0010559035687167804,6.7625284738041e-4,9.253986332574031e-4,8.18621867881549e-4,0.0015067388003037205,6.169324221716022e-4,0.0013050493545937738
Harry Potter and the Goblet of Fire,73,0.001554498902706657,7.62009266032675e-4,6.0960741282614e-4,9.906120458424775e-4,6.553279687881006e-4,0.0014478176054620825,6.096074128261399e-4,0.0012039746403316263
Harry Potter and the Goblet of Fire,74,0.001661285478300045,0.0011638384141763026,6.194623817389998e-4,0.0010136657155729088,8.165640486559544e-4,0.0015298843670220755,7.227061120288332e-4,0.0010887520648746058
Harry Potter and the Goblet of Fire,75,0.001804385143570537,0.0012484394506866417,4.3890449438202246e-4,0.001180165418227216,8.095349563046193e-4,0.002028714107365793,5.754525593008739e-4,0.001053370786516854
Harry Potter and the Goblet of Fire,76,0.001628291789888748,9.681734966906068e-4,2.728488945218983e-4,8.537529925362625e-4,6.249119842275736e-4,0.001566680749190255,5.721025207717223e-4,9.769750739332488e-4
Harry Potter and the Goblet of Fire,77,0.0018701845547392942,0.0011422684106790896,6.719225945171116e-4,0.0011422684106790898,8.623006629636266e-4,0.0018925819745565311,6.495251746998745e-4,0.0011982619602221825
Harry Potter and the Goblet of Fire,78,0.001649519123238649,9.086334153433237e-4,6.430328785506597e-4,7.269067322746589e-4,5.731380004473272e-4,0.0014538134645493178,5.871169760679937e-4,0.001188212927756654
Harry Potter and the Goblet of Fire,79,0.001358695652173913,7.022471910112359e-4,3.5875671714704445e-4,4.96152906692721e-4,7.633121641426478e-4,0.0014731924767953102,4.5798729848558865e-4,0.0010152051783097215
Harry Potter and the Goblet of Fire,80,0.0014992803454341916,9.49544218774988e-4,5.39740924356309e-4,7.996161842315688e-4,7.19654565808412e-4,0.0016691987845833998,6.496881496881497e-4,0.0010295058371981448
Harry Potter and the Goblet of Fire,81,0.0020252025202520253,0.0010463546354635464,5.625562556255626e-4,9.900990099009901e-4,4.6129612961296135e-4,0.0022839783978397836,6.075607560756075e-4,7.2007200720072e-4
Harry Potter and the Goblet of Fire,82,0.0017428109050168057,8.947466699863064e-4,4.4348313208016933e-4,8.013818000746919e-4,6.846757126851737e-4,0.0017428109050168059,6.379932777293664e-4,0.0010970372214614715
Harry Potter and the Goblet of Fire,83,0.0014190435646374343,9.401163615723003e-4,6.563076486448134e-4,0.0013126152972896268,5.853554704129417e-4,0.0016319000993330495,4.7892720306513413e-4,8.159500496665248e-4
Harry Potter and the Goblet of Fire,84,0.0019656228727025185,0.0010721579305650103,7.402995234853642e-4,0.001182777399591559,5.445881552076242e-4,0.002059223961878829,4.5098706603131385e-4,0.0010040844111640572
Harry Potter and the Goblet of Fire,85,0.0014240506329113924,8.342922899884925e-4,5.753739930955121e-4,0.0010069044879171462,4.027617951668584e-4,0.0016542002301495973,4.315304948216341e-4,7.479861910241657e-4
Harry Potter and the Goblet of Fire,86,0.00172244094488189,9.547244094488189e-4,6.003937007874016e-4,0.001358267716535433,6.496062992125984e-4,0.0018208661417322834,5.708661417322835e-4,0.0011122047244094488
Harry Potter and the Goblet of Fire,87,0.002111965704198714,0.001016580506871769,6.304375236414072e-4,0.0011347875425545327,5.831547093683016e-4,0.002135607111335267,5.358718950951961e-4,9.062539402345227e-4
Harry Potter and the Goblet of Fire,88,0.002649871346825915,9.985022466300548e-4,0.0011521179768808325,0.002726679211951304,5.760589884404164e-4,0.00330273820039172,7.680786512538884e-4,8.064825838165828e-4
Harry Potter and the Goblet of Fire,89,0.0015942298167409608,0.0015323179791976228,0.0013930163447251113,0.0017799653293709757,9.75111441307578e-4,0.001981178801386825,9.596334819217433e-4,0.001547795938583457
Harry Potter and the Goblet of Fire,90,0.002278981768145855,9.889920880632955e-4,7.524939800481596e-4,0.0015909872721018231,5.374957000343997e-4,0.002214482284141727,0.0011179910560715513,7.524939800481596e-4
Harry Potter and the Goblet of Fire,91,0.0019747899159663867,0.0012289915966386554,8.718487394957983e-4,0.001596638655462185,5.987394957983193e-4,0.0021008403361344537,7.247899159663866e-4,0.0016701680672268908
Harry Potter and the Goblet of Fire,92,0.0017017077493152893,9.565812792009023e-4,6.847108103753826e-4,0.00115796681166425,7.753342999838891e-4,0.001933301111648139,5.940873207668761e-4,0.0014096987272434348
Harry Potter and the Goblet of Fire,93,0.0014895980609977782,8.331650171682489e-4,5.049484952534842e-4,7.574227428802263e-4,6.185619066855181e-4,0.0015022217733791153,3.408402342961018e-4,9.215310038376086e-4
Harry Potter and the Order of the Phoenix,94,0.001882790858725762,0.0010820637119113574,8.007271468144044e-4,0.0012119113573407204,6.384175900277008e-4,0.001774584487534626,7.35803324099723e-4,0.0010063192520775623
Harry Potter and the Order of the Phoenix,95,0.0017089441607642893,0.0010603689672212156,7.721133256465162e-4,0.001400098830505683,7.103442595947949e-4,0.0016883544720803821,7.000494152528413e-4,0.0014824575852413113
Harry Potter and the Order of the Phoenix,96,0.0018459915611814348,9.949175297276562e-4,5.873609512850018e-4,7.551783659378596e-4,5.633870349060223e-4,0.0020617568085922514,5.03452243958573e-4,6.113348676639816e-4
Harry Potter and the Order of the Phoenix,97,0.001627661446419145,9.568009853950378e-4,5.608833362660566e-4,9.238078479676228e-4,3.739222241773711e-4,0.0016056660214675347,3.079359493225409e-4,7.038535984515221e-4
Harry Potter and the Order of the Phoenix,98,0.0012572173589122742,8.381449059415161e-4,5.005587632706277e-4,9.312721177127957e-4,5.471223691562674e-4,0.0014085490780406033,5.587632706276775e-4,8.032222015272863e-4
Harry Potter and the Order of the Phoenix,99,0.001474056603773585,8.84433962264151e-4,8.291568396226415e-4,9.397110849056604e-4,5.711969339622641e-4,0.0014279923349056604,4.790683962264151e-4,0.0010410524764150942
Harry Potter and the Order of the Phoenix,100,0.0016166155195089871,0.0013289127575624726,4.932047347654538e-4,8.357080227970188e-4,7.261069706269179e-4,0.0016166155195089871,7.809074967119685e-4,9.864094695309074e-4
Harry Potter and the Order of the Phoenix,101,0.0014644970414201184,0.0010798816568047336,6.656804733727811e-4,0.0010650887573964497,6.80473372781065e-4,0.001242603550295858,7.248520710059172e-4,0.001257396449704142
Harry Potter and the Order of the Phoenix,102,0.00159977634194831,0.0010639289264413518,6.833996023856858e-4,8.775472166998011e-4,7.765904572564613e-4,0.001724030815109344,6.057405566600397e-4,0.0010173334990059642
Harry Potter and the Order of the Phoenix,103,0.0015036947929197456,8.377728131981441e-4,6.874033339061694e-4,8.055507819212923e-4,6.122185942601822e-4,0.0018581371369651143,4.18886406599072e-4,9.988829695824024e-4
Harry Potter and the Order of the Phoenix,104,0.001160311088810838,0.0010348720521826391,5.74928917879244e-4,7.839939789262418e-4,8.153537380832915e-4,0.001348469643753136,5.540224117745443e-4,0.0015261749456430842
Harry Potter and the Order of the Phoenix,105,0.001304412641621944,0.0010882528324388787,4.994036970781157e-4,7.453786523553965e-4,6.037567084078712e-4,0.0013640429338103756,6.48479427549195e-4,0.0014311270125223613
Harry Potter and the Order of the Phoenix,106,0.001305720031281421,8.378952072394146e-4,5.306669645849626e-4,7.6807060663613e-4,6.074740252485756e-4,0.0014663166126689755,4.4687744386102116e-4,8.728075075410569e-4
Harry Potter and the Order of the Phoenix,107,0.0013548466559921172,0.0010007390072669046,5.465574578150018e-4,9.776450301761301e-4,6.543293509052839e-4,0.0015934844192634562,4.2338957999753663e-4,0.0010854169232664122
Harry Potter and the Order of the Phoenix,108,0.0010843417407785392,0.0011936871264032658,4.2826942703017934e-4,7.745298148418136e-4,7.198571220294503e-4,0.0012574719346843564,5.649511590610876e-4,0.0018953200174952618
Harry Potter and the Order of the Phoenix,109,0.001285617939639184,7.692631933906592e-4,5.901197099983139e-4,7.271117855336367e-4,5.479683021412915e-4,0.0013699207553532287,4.215140785702242e-4,8.535660091047042e-4
Harry Potter and the Order of the Phoenix,110,0.0014383043149129447,0.0010408781226343678,4.542013626040878e-4,8.421650264950795e-4,5.677517032551098e-4,0.001457229371688115,3.785011355034065e-4,0.0013531415594246784
Harry Potter and the Order of the Phoenix,111,0.0016960528225221302,9.88608329705413e-4,5.532578725874329e-4,7.255840951966333e-4,7.165142940066754e-4,0.0015962850094325932,5.44188071397475e-4,0.001296981570163982
Harry Potter and the Order of the Phoenix,112,0.001267143709004174,7.081097197376268e-4,5.217650566487776e-4,8.199165175909362e-4,6.149373881932022e-4,0.0013975849731663686,5.3108228980322e-4,0.0010342128801431125
Harry Potter and the Order of the Phoenix,113,9.266886326194399e-4,8.031301482701813e-4,3.6037891268533774e-4,0.0010502471169686984,7.104612850082372e-4,0.0012458813838550247,6.280889621087315e-4,0.0010502471169686986
Harry Potter and the Order of the Phoenix,114,0.0014125255275697752,0.001123213070115725,7.062627637848877e-4,0.0011061946902654867,8.253914227365555e-4,0.0016933287950987065,5.871341048332199e-4,0.0010211027910142954
Harry Potter and the Order of the Phoenix,115,0.0012871318022965553,9.048926610084872e-4,6.864702945581627e-4,0.0011155142286570145,4.914503245132301e-4,0.0014821517723414878,5.304543185222167e-4,9.750998502246629e-4
Harry Potter and the Order of the Phoenix,116,0.0013136620856911882,9.768256534626785e-4,6.652519536513069e-4,8.084074373484237e-4,9.094583670169766e-4,0.0015073430342225815,6.736728644570197e-4,0.0010105092966855294
Harry Potter and the Order of the Phoenix,117,0.0017071437399579779,8.188110245952293e-4,6.565937461376838e-4,9.03781979977753e-4,5.561735261401557e-4,0.00171486837226548,4.5575330614262756e-4,0.0011586948461253246
Harry Potter and the Order of the Phoenix,118,0.0015347359328726556,9.87166831194472e-4,7.557996051332675e-4,0.0012339585389930898,5.475691016781836e-4,0.0018278010858835143,6.246915103652517e-4,9.254689042448173e-4
Harry Potter and the Order of the Phoenix,119,0.0015453697224166083,9.038954980172616e-4,7.216585024492653e-4,8.310006997900631e-4,5.612899463494285e-4,0.0017567646372754842,4.8110566829951014e-4,0.0012392115698623746
Harry Potter and the Order of the Phoenix,120,0.0016403543831601385,8.992805755395684e-4,5.662136957100986e-4,0.0010824673594457767,7.743804956035172e-4,0.001498800959232614,6.161737276845191e-4,0.0012656541433519852
Harry Potter and the Order of the Phoenix,121,0.0013322737471952132,8.414360508601346e-4,6.466591872351035e-4,9.115557217651459e-4,7.167788581401147e-4,0.001262154076290202,7.089877835951135e-4,0.0010673772126651706
Harry Potter and the Order of the Phoenix,122,0.001328187650360866,0.0010692328254477412,4.594359796845763e-4,7.768644747393745e-4,7.267441860465116e-4,0.0013699545576049185,6.348569901095964e-4,0.0014869018978882651
Harry Potter and the Order of the Phoenix,123,0.0014792899408284025,7.245501750996257e-4,7.094553797850502e-4,9.056877188745321e-4,5.585074266392948e-4,0.001645332689288733,5.962444149257336e-4,9.811616954474097e-4
Harry Potter and the Order of the Phoenix,124,0.001222284504235177,8.56377678126557e-4,4.3597409068261083e-4,9.030891878425511e-4,5.916791230692576e-4,0.0014091305430991529,5.293971101145989e-4,0.001152217239661186
Harry Potter and the Order of the Phoenix,125,0.0015635087153001936,7.867979341510652e-4,6.254034861200774e-4,0.0011398482892188509,5.144448030987734e-4,0.0013617656552614588,5.64880568108457e-4,0.0010389767591994837
Harry Potter and the Order of the Phoenix,126,0.0016729469854469855,6.659303534303535e-4,7.471413721413722e-4,0.0011207120582120583,5.359927234927235e-4,0.001575493762993763,6.172037422037422e-4,6.659303534303535e-4
Harry Potter and the Order of the Phoenix,127,0.0015284677111196026,8.836453954910202e-4,3.1047000382116927e-4,8.478219335116545e-4,5.73175391669851e-4,0.0017672907909820404,4.2988154375238824e-4,7.045280855941918e-4
Harry Potter and the Order of the Phoenix,128,0.0024072409808704584,0.0014202721787135704,0.0010431377583771987,0.001444344588522275,4.814481961740917e-4,0.0025757478495313903,0.0010431377583771987,6.339067916292208e-4
Harry Potter and the Order of the Phoenix,129,0.0018810520806071707,8.832766291546715e-4,8.669196545406961e-4,0.0017829102329233184,4.08924365349385e-4,0.002208191572886679,5.888510861031144e-4,7.033499084009422e-4
Harry Potter and the Order of the Phoenix,130,0.0013744749196936002,0.0011582653817642698,5.714109216703731e-4,0.0011273783049172226,6.717939214232765e-4,0.0018223375339757846,4.710279219174697e-4,9.806646898937485e-4
Harry Potter and the Order of the Phoenix,131,0.0015302092931420296,9.790048703435567e-4,6.005660128998289e-4,7.239699881532183e-4,7.651046465710148e-4,0.001678294063446097,6.499276030011847e-4,0.0011599973673818611
